,id,primary_name,prefix,name,public_references,collection_date
25837,19714,Association of Korean Genealogical Studies,10.33877,Association of Korean Genealogical Studies,True,20211223
25839,19716,Institute of Ethnology and Anthropology RAS,10.33876,Institute of Ethnology and Anthropology RAS,True,20211223
25841,19717,Izdatelstvo - Soliton,10.33875,Izdatelstvo - Soliton,True,20211223
25843,19728,Kenyatta University,10.33886,Kenyatta University,True,20211223
25845,19730,Uniciels,10.32054,Uniciels,True,20211223
25847,19731,HexaTimes LLC USA,10.36070,HexaTimes LLC USA,True,20211223
25849,19734,Centro de Estudios Vallejianos,10.34092,Centro de Estudios Vallejianos,True,20211223
25851,19735,Amazonia Investiga,10.34069,Amazonia Investiga ,True,20211223
25853,19739,Financial and Economic Review,10.33893,Financial and Economic Review,True,20211223
25855,19740,Fogorvosi Szemle,10.33891,Fogorvosi Szemle,True,20211223
25857,19741,Acta Pharmaceutica Hungarica,10.33892,Acta Pharmaceutica Hungarica,True,20211223
25859,19742,Muszaki Tudomanyos Kozlemenyek,10.33895,Muszaki Tudomanyos Kozlemenyek,True,20211223
25860,19742,Muszaki Tudomanyos Kozlemenyek,10.33894,Muszaki Tudomanyos Kozlemenyek,True,20211223
25862,19745,Institute of Electronics and Computer,10.33969,Institute of Electronics and Computer,True,20211223
25864,19746,UK Research Integrity Office,10.37672,UK Research Integrity Office,True,20211223
25866,19747,Botanical Society of Britain and Ireland,10.33928,Botanical Society of Britain and Ireland,True,20211223
25868,19748,Universidad Mayor de San Andres UMSA,10.34098,Universidad Mayor de San Andres UMSA,True,20211223
25870,19749,University of Basrah - College of Engineering,10.37917,Iraqi Journal for Electrical and Electronic Engineering (IJEEE),True,20211223
25871,19749,University of Basrah - College of Engineering,10.33971,University of Basrah - College of Engineering - Engineering Science Journal,True,20211223
25873,19750,International Society of Pleural Diseases,10.33973,International Society of Pleural Diseases,True,20211223
25875,19751,Postgraduate Institute of Management,10.33939,Postgraduate Institute of Management,True,20211223
25877,19752,Romanian Society of Neurosurgery,10.33962,Romanian Society of Neurosurgery,True,20211223
25879,19753,The Scientific News Ltd,10.35531,The Scientific News Ltd,True,20211223
25881,19755,Perum BULOG,10.33964,Perum BULOG,True,20211223
25883,19756,The Korean Association for Policy Studies,10.33900,The Korean Association for Policy Studies,True,20211223
25885,19757,Limited Liability Company AST 345,10.33901,Limited Liability Company AST 345,True,20211223
25887,19758,European Journal of Forest Engineering,10.33904,European Journal of Forest Engineering,True,20211223
25889,19759,Politeknik Meta Industri,10.33903,Politeknik Meta Industri,True,20211223
25891,19760,Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi,10.33905,Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi,True,20211223
25893,19761,Economy and Finance,10.33908,Economy and Finance,True,20211223
25895,19762,Journal of Pedagogical Research,10.33902,Journal of Pedagogical Research,True,20211223
25897,19763,Turkish Journal of Educational Studies,10.33907,Turkish Journal of Educational Studies,True,20211223
25899,19764,University of Mosul,10.33899,University of Mosul,True,20211223
25901,19765,Musicologist,10.33906,Musicologist,True,20211223
25903,19769,Revista PesquisAgro,10.33912,Revista PesquisAgro,True,20211223
25905,19770,Pratibha Spandan,10.33913,Pratibha Spandan,True,20211223
25907,19771,Centro Universitario Luterano de Palmas,10.33911,Centro Universitario Luterano de Palmas,True,20211223
25909,19772,Herzens Russian Pedagogical University,10.33910,Herzens Russian Pedagogical University,True,20211223
25911,19773,Centre for Development of Advanced Computing,10.33909,Centre for Development of Advanced Computing,True,20211223
25913,19774,Neelain University,10.33914,Neelain University,True,20211223
25915,19784,Acta Materialia Transylvanica,10.33924,Acta Materialia Transylvanica,True,20211223
25916,19784,Acta Materialia Transylvanica,10.33923,Acta Materialia Transylvanica,True,20211223
25918,19786,Gazdasag es Penzugy,10.33926,Gazdasag es Penzugy,True,20211223
25920,19787,University of Pannonia,10.33927,University of Pannonia,True,20211223
25922,19788,Periodontal Association - RPA,10.25636,Periodontal Association - RPA,True,20211223
25924,19788,Periodontal Association - RPA,10.33925,Periodontal Association - RPA,True,20211223
25925,19789,Faculty of Medicine Universiti Teknologi MARA,10.35322,Faculty of Medicine Universiti Teknologi MARA,True,20211223
25927,19792,Grupo de Investigacion - Hospital Cardiovascular del Nino de Cundinamarca,10.34039,Grupo de Investigacion - Hospital Cardiovascular del Nino de Cundinamarca,True,20211223
25929,19793,All-Russian Research Institute of Irrigated Agriculture,10.35809,All-Russian Research Institute of Irrigated Agriculture,True,20211223
25931,19794,"Faculty of Cultural Sciences, Hasanuddin University",10.34050,"Faculty of Cultural Sciences, Hasanuddin University",True,20211223
25933,19795,"Universidad Salesiana, A. C.",10.35461,"Universidad Salesiana, A. C.",True,20211223
25935,19798,Russian State Hydrometeorological University,10.33933,Russian State Hydrometeorological University,True,20211223
25937,19799,Abant Izzet Baysal Universitesi Ilahiyat Fakultesi Dergisi,10.33931,Abant Izzet Baysal Universitesi Ilahiyat Fakultesi Dergisi,True,20211223
25939,19800,"Centro de Investigacion y de Estudios de America Latina, Mexico, A.C.",10.35245,"Centro de Investigacion y de Estudios de America Latina, Mexico, A.C.",True,20211223
25941,19801,Institute of Industrial and Business Management of Kyungnam University,10.33932,Institute of Industrial and Business Management of Kyungnam University,True,20211223
25943,19808,The Courtauld Institute of Art,10.33999,The Courtauld Institute of Art,True,20211223
25945,19809,The Polish Insurance Association,10.33995,The Polish Insurance Association,True,20211223
25947,19812,Asian Fisheries Society,10.33997,Asian Fisheries Society,True,20211223
25949,19813,College Language Association,10.34042,College Language Association,True,20211223
25951,19814,"Institute of Chemical Engineering, Bulgarian Academy of Sciences",10.34049,"Institute of Chemical Engineering, Bulgarian Academy of Sciences",True,20211223
25953,19815,LLC Medical Press,10.34094,LLC Medical Press,True,20211223
25955,19816,Revista Atuacao - Ministerio Publico de Santa Catarina,10.33946,Revista Atuacao - Ministerio Publico de Santa Catarina,True,20211223
25957,19817,Rubatosis Publication,10.33974,Rubatosis Publication,True,20211223
25959,19818,Sami Publishing Company,10.33945,Sami Publishing Company,True,20211223
25961,19819,Advanced Computing and Communications Society - ACCS,10.34048,Advanced Computing and Communications Society - ACCS,True,20211223
25963,19820,War Studies University,10.35467,War Studies University,True,20211223
25965,19821,Journal of Dairy and Beef Cattle Farming,10.33943,Journal of Dairy and Beef Cattle Farming,True,20211223
25967,19822,Sona College of Technology,10.34155,Sona College of Technology,True,20211223
25969,19823,Revistas Cientificas Eletronicas UNG,10.33947,Revistas Cientificas Eletronicas UNG,True,20211223
25971,19824,University College of Technology Sarawak,10.35370,University College of Technology Sarawak,True,20211223
25973,19825,Yektaweb Publishing Company,10.33944,Yektaweb Publishing Company,True,20211223
25975,19826,Korean Womens Development Institute,10.33949,Korean Womens Development Institute,True,20211223
25977,19827,King Saud University,10.33948,King Saud University,True,20211223
25979,19828,Federal State Budgetary Scientific Institution Scientific Research Institute of Agriculture of Crimea,10.33952,Federal State Budgetary Scientific Institution Scientific Research Institute of Agriculture of Crimea,True,20211223
25981,19829,The Arab Centre for Research and Studies in Library and Information Sciences,10.33951,The Arab Centre for Research and Studies in Library and Information Sciences,True,20211223
25983,19830,RSC Energia,10.33950,RSC Energia,True,20211223
25985,19834,Institute of International Studies - IIS,10.33954,Institute of International Studies - IIS,True,20211223
25987,19835,SE Ukrmetrteststandart,10.33955,SE Ukrmetrteststandart,True,20211223
25989,19836,Bangjunghwan Research Institute,10.33957,Bangjunghwan Research Institute,True,20211223
25991,19837,Instituto Geologico,10.33958,Instituto Geologico,True,20211223
25993,19838,Remah Research and Human Resources Development Center,10.33953,Remah Research and Human Resources Development Center,True,20211223
25995,19839,Instituto Superior Tecnologico de Formacion Profesional Administrativa y Comercial,10.34070,Instituto Superior Tecnologico de Formacion Profesional Administrativa y Comercial,True,20211223
25997,19840,Tensoes Mundiais,10.33956,Tensoes Mundiais,True,20211223
25999,19844,SEDERI,10.34136,SEDERI,True,20211223
26001,19845,The Korean Electrochemical Society - English Journal,10.33961,The Korean Electrochemical Society - English Journal,True,20211223
26003,19855,Tribunal Supremo de Elecciones,10.35242,Tribunal Supremo de Elecciones,True,20211223
26005,19856,RISCOS - Associacao Portuguesa de Riscos Prevencao e Seguranca,10.34037,RISCOS - Associacao Portuguesa de Riscos Prevencao e Seguranca,True,20211223
26007,19857,rubmedia AG,10.34045,rubmedia AG,True,20211223
26009,19858,Admiral Ushakov State Maritime University,10.34046,Admiral Ushakov State Maritime University,True,20211223
26011,19859,Organization for the Study of Communication Language and Gender,10.34036,Organization for the Study of Communication Language and Gender,True,20211223
26013,19860,Association of Nepalese Agricultural Professionals of Americas,10.35251,Association of Nepalese Agricultural Professionals of Americas,True,20211223
26015,19861,Hansen Science Publishing Company Inc,10.34038,Hansen Science Publishing Company Inc,True,20211223
26017,19862,Cactus Communications - Editage,10.34193,Cactus Communications - Editage,True,20211223
26019,19870,Al-Quds Open University,10.33977,Al-Quds Open University,True,20211223
26021,19871,Orel State University,10.33979,Orel State University,True,20211223
26023,19872,ERESEARCHCO,10.33980,ERESEARCHCO,True,20211223
26025,19873,Islamic University of Gaza,10.33976,Islamic University of Gaza,True,20211223
26027,19874,Al Albayt University,10.33985,Al Albayt University,True,20211223
26029,19875,Joint Stock Company Economic Newspaper Publishing House,10.33983,Joint Stock Company Economic Newspaper Publishing House,True,20211223
26031,19876,"Scientific Journal of Physical Education, College of Physical Education, University of Babylon",10.33984,"Scientific Journal of Physical Education, College of Physical Education, University of Babylon",True,20211223
26033,19877,"The Law Research Institute, Chungnam National University",10.33982,"The Law Research Institute, Chungnam National University",True,20211223
26035,19878,Trinity Trust,10.33981,Trinity Trust,True,20211223
26037,19879,Jinan University,10.33986,Jinan University,True,20211223
26039,19880,Jurusan Analis Kesehatan Poltekkes Kemenkes Denpasar,10.33992,Jurusan Analis Kesehatan Poltekkes Kemenkes Denpasar,True,20211223
26041,19881,Poltava V.G.Korolenko National Pedagogical University,10.33989,Poltava V.G.Korolenko National Pedagogical University,True,20211223
26043,19882,Academia Romana Filiala Cluj,10.33993,Academia Romana Filiala Cluj,True,20211223
26045,19883,Sekolah Tinggi Teologi Torsina,10.33991,Sekolah Tinggi Teologi Torsina,True,20211223
26047,19884,Lviv Regional Institute for Public Administration - LRIPA NAPA,10.33990,Lviv Regional Institute for Public Administration - LRIPA NAPA,True,20211223
26049,19885,Odessa National Economic University,10.33987,Odessa National Economic University,True,20211223
26051,19886,Veterinary Journal of Ankara University,10.33988,Veterinary Journal of Ankara University,True,20211223
26053,19887,Kyiv Scientific Research Institute of Forensic Expertise,10.33994,Kyiv Scientific Research Institute of Forensic Expertise,True,20211223
26055,19889,Otago Polytechnic,10.34074,Otago Polytechnic,True,20211223
26057,19890,The World of Science and Education,10.34106,The World of Science and Education,True,20211223
26059,19891,Technical University of Cluj Napoca,10.34302,Technical University of Cluj Napoca,True,20211223
26061,19892,Promote Ukraine,10.34054,Promote Ukraine,True,20211223
26063,19893,National University of Physical Education and Sport,10.35189,National University of Physical Education and Sport,True,20211223
26064,19893,National University of Physical Education and Sport,10.51267,National University of Physical Education and Sport,True,20211223
26066,19900,Universidad Catolica Santo Toribio de Mogrovejo,10.35383,Universidad Catolica Santo Toribio de Mogrovejo,True,20211223
26068,19901,University of Santiago of Chile,10.35588,University of Santiago of Chile,True,20211223
26070,19903,Universidad Catolica Boliviana San Pablo,10.35319,Universidad Catolica Boliviana San Pablo,True,20211223
26072,19904,North American Association of Christians in Social Work - NACSW,10.34043,North American Association of Christians in Social Work - NACSW,True,20211223
26074,19906,Imperial Publications,10.34047,Imperial Publications,True,20211223
26076,19907,CETAPS - Centre for English Translation and Anglo-Portuguese Studies,10.34134,CETAPS - Centre for English Translation and Anglo-Portuguese Studies,True,20211223
26078,19908,Foundation University Islamabad,10.35364,Foundation University Islamabad,True,20211223
26080,19910,Utah Geological Survey,10.34191,Utah Geological Survey,True,20211223
26082,19912,"Georgian Technical University, Techinformi",10.36073,"Georgian Technical University, Techinformi",True,20211223
26084,19913,Universitas Muhammadiyah Sinjai,10.34003,Universitas Muhammadiyah Sinjai,True,20211223
26086,19914,Mahesa Research Institute,10.34007,Mahesa Research Center,True,20211223
26088,19915,Sekolah Tinggi Ilmu Ekonomi Indragiri - STIE-I - Rengat,10.34006,Sekolah Tinggi Ilmu Ekonomi Indragiri - STIE-I - Rengat,True,20211223
26090,19916,Yayasan SEKORA - Sekolah Olahraga,10.34004,Yayasan SEKORA - Sekolah Olahraga,True,20211223
26092,19917,Akademi Keperawatan Kesdam I/Bukit Barisan Medan,10.34008,Akademi Keperawatan Kesdam I/Bukit Barisan Medan,True,20211223
26094,19918,Universitas Islam As-Syafiiyah,10.34005,Universitas Islam As-Syafiiyah,True,20211223
